status,gender,title,url,category_type,language_id,parent_cmtitle
skipped,unisex,Category:Dutch given names from Spanish,https://en.wiktionary.org/w/api.php,given_names,,Category:Dutch given names
skipped,unisex,Category:Dutch unisex given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Dutch given names
skipped,unisex,Category:Dutch given names from West Frisian,https://en.wiktionary.org/w/api.php,given_names,,Category:Dutch given names
split_category,unisex,Category:East Central German given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:East Central German female given names,https://en.wiktionary.org/w/api.php,given_names,,Category:East Central German given names
skipped,unisex,Category:East Central German male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:East Central German given names
split_category,unisex,Category:Egyptian given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Egyptian given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Egyptian given names
category,female,Category:Egyptian female given names,https://en.wiktionary.org/w/api.php,given_names,egy,Category:Egyptian given names
skipped,unisex,Category:Egyptian given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Egyptian given names
skipped,unisex,Category:Egyptian given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Egyptian given names
skipped,unisex,Category:Egyptian given names from Indo-Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Egyptian given names
skipped,unisex,Category:Egyptian given names from Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Egyptian given names
skipped,unisex,Category:Egyptian given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Egyptian given names
skipped,unisex,Category:Egyptian given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Egyptian given names
category,male,Category:Egyptian male given names,https://en.wiktionary.org/w/api.php,given_names,egy,Category:Egyptian given names
skipped,unisex,Category:Egyptian given names from Old Persian,https://en.wiktionary.org/w/api.php,given_names,,Category:Egyptian given names
split_category,unisex,Category:Elamite given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Elamite male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Elamite given names
split_category,unisex,Category:Emilian given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Emilian given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Emilian,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
category,female,Category:Emilian female given names,https://en.wiktionary.org/w/api.php,given_names,egl,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Italian,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
category,male,Category:Emilian male given names,https://en.wiktionary.org/w/api.php,given_names,egl,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Punic,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Romance languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
skipped,unisex,Category:Emilian given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Emilian given names
split_category,unisex,Category:English given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:English given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Akan,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Albanian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Albanian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Arabic,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Aramaic,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Araucanian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Armenian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Armenian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Athabaskan languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Atlantic-Congo languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Austroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Austronesian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Balto-Slavic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Bantoid languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Bantoid-Cross languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Bantu languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Basque,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Be-Tai languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Bengali,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Benue-Congo languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Celtic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Central-Eastern Malayo-Polynesian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Central-Eastern Oceanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Chinese,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from coinages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from constructed languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Cornish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Czech,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Danish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Dene-Yeniseian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Dravidian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Dutch,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Eastern Malayo-Polynesian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Eastern Sudanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from English,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Esperanto,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Etruscan,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
split_category,unisex,Category:English female given names,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Finnic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Finnish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Frankish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from French,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Georgian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from German,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Gothic,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Gujarati,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Hawaiian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Hindi,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Hungarian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Indo-Aryan languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Indo-Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Irish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Italian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Japanese,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Japonic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Kalenjin,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Kartvelian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Kazakh,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Khmer,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Koine Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Kra-Dai languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Malayalam,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Malayo-Polynesian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
split_category,unisex,Category:English male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Mandarin,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Manx,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Maori,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Mapudungun,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Marathi,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Middle Cornish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Middle Persian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Mon-Khmer languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Na-Dene languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Navajo,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Niger-Congo languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Nilo-Saharan languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Norwegian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Oceanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Old English,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Old French,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Old Georgian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Old Irish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Old Norse,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Old Persian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Old Welsh,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Persian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Pictish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from place names,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Polish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Polynesian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Portuguese,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Proto-Celtic,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Proto-West Germanic,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Punic,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Romance languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Russian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Samoan,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Sanskrit,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Scottish Gaelic,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Serbo-Croatian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Sinitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Sino-Tibetan languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Slavic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Southern Bantoid languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Spanish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from surnames,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Swahili,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Swedish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Tai languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Tamil,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Telugu,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Thai,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Tibetan,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Turkic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Turkish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Tyrsenian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Ukrainian,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
category,unisex,Category:English unisex given names,https://en.wiktionary.org/w/api.php,given_names,eng,Category:English given names
skipped,unisex,Category:English given names from Uralic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Urdu,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Uyghur,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Vasconic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Vietnamese,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Volta-Congo languages,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Welsh,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Yiddish,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
skipped,unisex,Category:English given names from Yoruba,https://en.wiktionary.org/w/api.php,given_names,,Category:English given names
split_category,unisex,Category:Esperanto given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Esperanto given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Balto-Slavic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Celtic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from English,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
category,female,Category:Esperanto female given names,https://en.wiktionary.org/w/api.php,given_names,epo,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from German,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Italian,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
category,male,Category:Esperanto male given names,https://en.wiktionary.org/w/api.php,given_names,epo,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Proto-Germanic,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Romance languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Russian,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
skipped,unisex,Category:Esperanto given names from Slavic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Esperanto given names
split_category,unisex,Category:Estonian given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Estonian given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Biblical Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Danish,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from English,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Estonian,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
category,female,Category:Estonian female given names,https://en.wiktionary.org/w/api.php,given_names,est,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Finnic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Finnish,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from French,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from German,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Italian,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Livonian,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
category,male,Category:Estonian male given names,https://en.wiktionary.org/w/api.php,given_names,est,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Old Norse,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Romance languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Swedish,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
skipped,unisex,Category:Estonian given names from Uralic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Estonian given names
split_category,unisex,Category:Ewe given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Ewe female given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Ewe given names
skipped,unisex,Category:Ewe male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Ewe given names
split_category,unisex,Category:Extremaduran given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Extremaduran male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Extremaduran given names
split_category,unisex,Category:Faroese given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Faroese given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Celtic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
category,female,Category:Faroese female given names,https://en.wiktionary.org/w/api.php,given_names,fao,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
category,male,Category:Faroese male given names,https://en.wiktionary.org/w/api.php,given_names,fao,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Old Irish,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Old Norse,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Proto-Germanic,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
skipped,unisex,Category:Faroese given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Faroese given names
split_category,unisex,Category:Fijian given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Fijian male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Fijian given names
split_category,unisex,Category:Finnish given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Finnish given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Arabic,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Aramaic,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Balto-Slavic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from English,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
category,female,Category:Finnish female given names,https://en.wiktionary.org/w/api.php,given_names,fin,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Finnic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Finnish,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from German,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
skipped,unisex,Category:Finnish given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Finnish given names
